food_name,serving_size_g,calories,protein,fat,carbohydrates,sugar,sodium,fiber,calories_from_macro,protein_per_calorie,fat_per_calorie,carbs_per_calorie,calorie_category,is_high_protein,is_high_fiber,is_high_sodium
salak gula pasir,100.0,82.0,0.4,0.4,22.5,14.5,2.0,1.2,95.2,0.0049,0.0049,0.2744,rendah,0,0,0
salak nglumut,100.0,80.0,0.4,0.4,22.0,13.0,2.0,1.2,93.2,0.005,0.005,0.275,rendah,0,0,0
salak pondoh,100.0,80.0,0.4,0.4,22.0,13.5,2.0,1.2,93.2,0.005,0.005,0.275,rendah,0,0,0
salak swaru,100.0,76.0,0.4,0.4,20.5,12.5,2.0,1.2,87.2,0.0053,0.0053,0.2697,rendah,0,0,0
sale pisang,100.0,285.0,4.5,4.5,60.5,35.5,25.0,4.5,300.5,0.0158,0.0158,0.2123,sedang,0,0,0
sambal andaliman,100.0,110.0,3.5,7.5,8.5,2.5,420.0,2.5,115.5,0.0318,0.0682,0.0773,sedang,0,0,0
sambal asam,100.0,85.0,1.5,4.5,9.5,5.5,380.0,1.5,84.5,0.0176,0.0529,0.1118,rendah,0,0,0
sambal asam manis,100.0,145.0,2.0,5.5,22.5,16.5,480.0,1.5,147.5,0.0138,0.0379,0.1552,sedang,0,0,0
sambal bajak,100.0,120.0,2.2,8.5,9.5,3.5,580.0,1.5,123.3,0.0183,0.0708,0.0792,sedang,0,0,0
sambal balado,100.0,125.0,3.0,8.5,9.5,3.5,580.0,1.8,126.5,0.024,0.068,0.076,sedang,0,0,0
sambal balado hijau,100.0,115.0,3.0,8.0,8.5,3.0,520.0,1.8,118.0,0.0261,0.0696,0.0739,sedang,0,0,0
sambal balado merah,100.0,125.0,3.0,8.5,9.5,3.5,580.0,1.8,126.5,0.024,0.068,0.076,sedang,0,0,0
sambal bawang,100.0,115.0,2.5,7.5,10.5,4.5,380.0,2.0,119.5,0.0217,0.0652,0.0913,sedang,0,0,0
sambal bongkot,100.0,105.0,2.5,6.5,9.5,2.5,380.0,2.0,106.5,0.0238,0.0619,0.0905,sedang,0,0,0
sambal cabai garam,100.0,65.0,2.0,0.5,12.5,6.0,1850.0,1.5,62.5,0.0308,0.0077,0.1923,rendah,0,0,1
sambal cabai sangrai,100.0,105.0,2.5,6.5,9.5,3.5,480.0,1.8,106.5,0.0238,0.0619,0.0905,sedang,0,0,0
sambal cengek,100.0,115.0,3.5,7.5,9.0,3.5,480.0,2.0,117.5,0.0304,0.0652,0.0783,sedang,0,0,0
sambal colo-colo,100.0,75.0,1.5,4.5,7.5,3.0,380.0,1.5,76.5,0.02,0.06,0.1,rendah,0,0,0
sambal cumi,100.0,165.0,14.5,7.5,9.5,2.5,580.0,1.0,163.5,0.0879,0.0455,0.0576,sedang,0,0,0
sambal dabu-dabu,100.0,85.0,1.8,5.5,8.0,3.0,320.0,1.5,88.7,0.0212,0.0647,0.0941,rendah,0,0,0
sambal embe,100.0,125.0,2.5,9.5,8.5,3.0,480.0,1.5,129.5,0.02,0.076,0.068,sedang,0,0,0
sambal embe bali,100.0,125.0,2.5,9.5,8.5,3.0,480.0,1.5,129.5,0.02,0.076,0.068,sedang,0,0,0
sambal gami,100.0,125.0,6.5,7.5,8.5,2.5,620.0,1.8,127.5,0.052,0.06,0.068,sedang,0,0,1
sambal goreng ati,100.0,245.0,14.5,14.5,12.5,4.5,580.0,1.8,238.5,0.0592,0.0592,0.051,sedang,0,0,0
sambal goreng jamur,100.0,145.0,5.5,8.5,12.5,2.5,480.0,4.5,148.5,0.0379,0.0586,0.0862,sedang,0,0,0
sambal goreng kentang,100.0,165.0,3.5,9.5,16.5,3.0,480.0,2.0,165.5,0.0212,0.0576,0.1,sedang,0,0,0
sambal goreng krecek,100.0,285.0,9.5,18.5,18.5,6.5,620.0,3.0,278.5,0.0333,0.0649,0.0649,sedang,0,0,1
sambal goreng labu siam,100.0,95.0,2.5,5.5,9.5,3.0,380.0,2.5,97.5,0.0263,0.0579,0.1,rendah,0,0,0
sambal goreng petai,100.0,175.0,8.0,9.5,14.5,2.5,480.0,4.5,175.5,0.0457,0.0543,0.0829,sedang,0,0,0
sambal goreng tahu,100.0,165.0,9.5,9.5,12.5,2.5,480.0,1.5,173.5,0.0576,0.0576,0.0758,sedang,0,0,0
sambal goreng tempe,100.0,185.0,10.5,11.5,11.0,2.0,450.0,3.5,189.5,0.0568,0.0622,0.0595,sedang,0,0,0
sambal goreng udang,100.0,165.0,14.5,8.5,9.5,3.5,580.0,1.5,172.5,0.0879,0.0515,0.0576,sedang,0,0,0
sambal hijau bawang,100.0,95.0,2.0,5.5,8.5,3.0,480.0,1.5,91.5,0.0211,0.0579,0.0895,rendah,0,0,0
sambal hijau cabe rawit,100.0,115.0,3.5,7.5,9.5,3.5,510.0,2.5,119.5,0.0304,0.0652,0.0826,sedang,0,0,0
sambal hijau medan,100.0,95.0,2.5,6.0,8.0,3.5,480.0,1.5,96.0,0.0263,0.0632,0.0842,rendah,0,0,0
sambal hijau padang,100.0,95.0,2.5,6.5,7.5,2.5,480.0,1.8,98.5,0.0263,0.0684,0.0789,rendah,0,0,0
sambal ijo,100.0,105.0,2.5,7.8,7.5,2.5,510.0,1.6,110.2,0.0238,0.0743,0.0714,sedang,0,0,0
sambal jahe,100.0,85.0,1.5,4.5,9.5,4.5,380.0,1.5,84.5,0.0176,0.0529,0.1118,rendah,0,0,0
sambal jengkol,100.0,165.0,7.5,7.5,18.5,3.5,480.0,6.5,171.5,0.0455,0.0455,0.1121,sedang,0,1,0
sambal kacang,100.0,295.0,13.5,19.5,18.5,5.5,480.0,4.5,303.5,0.0458,0.0661,0.0627,sedang,0,0,0
sambal kecap,100.0,85.0,1.5,3.5,10.5,4.5,920.0,0.8,79.5,0.0176,0.0412,0.1235,rendah,0,0,1
sambal kecap pedas,100.0,95.0,1.5,3.5,12.5,6.5,920.0,0.8,87.5,0.0158,0.0368,0.1316,rendah,0,0,1
sambal kemangi,100.0,105.0,2.5,6.0,9.0,3.0,380.0,2.0,100.0,0.0238,0.0571,0.0857,sedang,0,0,0
sambal kemiri,100.0,215.0,8.5,16.5,12.5,3.0,480.0,3.0,232.5,0.0395,0.0767,0.0581,sedang,0,0,0
sambal kemiri tasik,100.0,215.0,5.5,16.5,12.5,3.0,480.0,3.0,220.5,0.0256,0.0767,0.0581,sedang,0,0,0
sambal kentang mustofa,100.0,285.0,5.5,18.5,25.5,5.5,480.0,2.5,290.5,0.0193,0.0649,0.0895,sedang,0,0,0
sambal lado mudo,100.0,95.0,2.5,6.5,7.5,2.5,480.0,1.8,98.5,0.0263,0.0684,0.0789,rendah,0,0,0
sambal lado tanak,100.0,145.0,4.5,9.5,10.5,3.5,580.0,2.0,145.5,0.031,0.0655,0.0724,sedang,0,0,0
sambal lampung,100.0,88.0,1.5,7.2,5.1,2.0,325.0,1.0,91.2,0.017,0.0818,0.058,rendah,0,0,0
sambal lingkung,100.0,285.0,18.5,14.5,18.5,1.5,480.0,1.5,278.5,0.0649,0.0509,0.0649,sedang,1,0,0
sambal mangga muda,100.0,85.0,1.5,3.5,12.5,7.5,410.0,2.5,87.5,0.0176,0.0412,0.1471,rendah,0,0,0
sambal mangga muda jawa,100.0,85.0,1.5,3.5,12.5,7.5,410.0,2.5,87.5,0.0176,0.0412,0.1471,rendah,0,0,0
sambal mata sangrai,100.0,105.0,2.5,6.5,9.5,3.5,480.0,1.8,106.5,0.0238,0.0619,0.0905,sedang,0,0,0
sambal matah,100.0,110.0,2.0,8.5,7.5,2.5,480.0,1.4,114.5,0.0182,0.0773,0.0682,sedang,0,0,0
sambal merah padang,100.0,105.0,2.5,7.5,7.5,2.5,510.0,1.8,107.5,0.0238,0.0714,0.0714,sedang,0,0,0
sambal nanas,100.0,75.0,1.5,3.5,11.5,7.5,380.0,2.0,83.5,0.02,0.0467,0.1533,rendah,0,0,0
sambal nanas medan,100.0,75.0,1.5,3.5,11.5,7.5,380.0,2.0,83.5,0.02,0.0467,0.1533,rendah,0,0,0
sambal naniura,100.0,125.0,12.5,5.5,7.5,2.5,510.0,1.8,129.5,0.1,0.044,0.06,sedang,0,0,0
sambal ndeso,100.0,105.0,2.5,6.5,9.5,3.5,380.0,1.8,106.5,0.0238,0.0619,0.0905,sedang,0,0,0
sambal pecak,100.0,95.0,2.0,5.5,8.5,3.5,480.0,1.5,91.5,0.0211,0.0579,0.0895,rendah,0,0,0
sambal pecak ikan,100.0,125.0,8.5,6.5,18.5,3.5,510.0,1.8,166.5,0.068,0.052,0.148,sedang,0,0,0
sambal pecel,100.0,285.0,12.5,18.5,18.5,5.5,580.0,4.5,290.5,0.0439,0.0649,0.0649,sedang,0,0,0
sambal pedas wong solo,100.0,125.0,3.5,8.5,9.5,3.5,580.0,1.8,128.5,0.028,0.068,0.076,sedang,0,0,0
sambal pencak sunda,100.0,105.0,2.0,6.5,9.5,3.5,480.0,1.8,104.5,0.019,0.0619,0.0905,sedang,0,0,0
sambal pencit,100.0,80.0,1.5,3.0,12.0,7.0,380.0,2.5,81.0,0.0188,0.0375,0.15,rendah,0,0,0
sambal petai,100.0,155.0,8.5,8.5,12.0,2.5,520.0,3.5,158.5,0.0548,0.0548,0.0774,sedang,0,0,0
sambal pete teri,100.0,195.0,11.5,11.5,12.5,2.5,720.0,4.5,199.5,0.059,0.059,0.0641,sedang,0,0,1
sambal raja kaltim,100.0,125.0,3.5,8.5,9.5,3.5,480.0,2.0,128.5,0.028,0.068,0.076,sedang,0,0,0
sambal roa manado,100.0,165.0,12.5,9.5,7.5,2.0,820.0,1.2,165.5,0.0758,0.0576,0.0455,sedang,0,0,1
sambal sere lemo,100.0,95.0,2.0,6.5,7.5,2.5,380.0,1.5,96.5,0.0211,0.0684,0.0789,rendah,0,0,0
sambal tahu cabai hijau,100.0,115.0,6.5,6.5,9.5,2.5,480.0,1.0,122.5,0.0565,0.0565,0.0826,sedang,0,0,0
sambal taliwang,100.0,135.0,3.5,9.5,9.5,3.0,510.0,2.0,137.5,0.0259,0.0704,0.0704,sedang,0,0,0
sambal tauco,100.0,165.0,8.5,7.5,14.5,4.5,1480.0,2.5,159.5,0.0515,0.0455,0.0879,sedang,0,0,1
sambal tempoyak,100.0,135.0,4.5,7.5,14.5,6.5,380.0,3.0,143.5,0.0333,0.0556,0.1074,sedang,0,0,0
sambal terasi,100.0,95.0,2.5,6.5,8.5,3.0,620.0,1.5,102.5,0.0263,0.0684,0.0895,rendah,0,0,1
sambal terasi matang,100.0,115.0,3.5,7.5,9.5,3.5,680.0,1.8,119.5,0.0304,0.0652,0.0826,sedang,0,0,1
sambal terasi mentah,100.0,105.0,3.5,6.5,9.5,3.5,720.0,1.8,110.5,0.0333,0.0619,0.0905,sedang,0,0,1
sambal teri kacang,100.0,245.0,14.5,14.5,14.5,3.0,720.0,3.5,246.5,0.0592,0.0592,0.0592,sedang,0,0,1
sambal teri kentang,100.0,235.0,16.5,13.5,18.5,3.5,720.0,2.0,261.5,0.0702,0.0574,0.0787,sedang,1,0,1
sambal terong,100.0,75.0,2.0,4.5,8.5,3.5,380.0,2.5,82.5,0.0267,0.06,0.1133,rendah,0,0,0
sambal tinombur,100.0,105.0,4.5,6.5,8.5,2.5,480.0,2.0,110.5,0.0429,0.0619,0.081,sedang,0,0,0
sambal tinombur batak,100.0,115.0,4.5,7.5,8.5,2.0,510.0,2.0,119.5,0.0391,0.0652,0.0739,sedang,0,0,0
sambal tomat,100.0,75.0,2.0,4.5,7.5,4.5,380.0,1.5,78.5,0.0267,0.06,0.1,rendah,0,0,0
sambal tongkol balado,100.0,245.0,22.5,13.5,8.5,2.0,520.0,1.5,245.5,0.0918,0.0551,0.0347,sedang,1,0,0
sambal tuktuk batak,100.0,105.0,4.5,6.5,7.5,2.0,480.0,2.0,106.5,0.0429,0.0619,0.0714,sedang,0,0,0
sambal udang petai,100.0,175.0,9.5,9.5,14.5,2.5,580.0,4.5,181.5,0.0543,0.0543,0.0829,sedang,0,0,0
sambal ulek,100.0,95.0,2.5,6.0,8.0,3.5,480.0,1.5,96.0,0.0263,0.0632,0.0842,rendah,0,0,0
sambal wijen,100.0,245.0,7.5,18.5,14.5,3.5,380.0,4.5,254.5,0.0306,0.0755,0.0592,sedang,0,0,0
sanger aceh,100.0,145.0,4.5,5.5,18.5,14.5,65.0,0.3,141.5,0.031,0.0379,0.1276,sedang,0,0,0
santan encer,100.0,95.0,1.0,9.4,2.2,1.3,8.0,1.0,97.4,0.0105,0.0989,0.0232,rendah,0,0,0
santan instan,100.0,230.0,2.3,24.0,5.5,3.3,15.0,2.2,247.2,0.01,0.1043,0.0239,sedang,0,0,0
santan kara,100.0,230.0,2.3,24.0,5.5,3.3,15.0,2.2,247.2,0.01,0.1043,0.0239,sedang,0,0,0
santan kental,100.0,230.0,2.3,24.0,5.5,3.3,15.0,2.2,247.2,0.01,0.1043,0.0239,sedang,0,0,0
sapit,100.0,425.0,8.5,18.5,55.5,18.5,95.0,1.5,422.5,0.02,0.0435,0.1306,tinggi,0,0,0
saren goreng,100.0,285.0,14.5,16.5,18.5,2.5,580.0,1.5,280.5,0.0509,0.0579,0.0649,sedang,0,0,0
sate ambal kebumen,100.0,285.0,21.5,15.5,8.5,2.0,510.0,0.8,259.5,0.0754,0.0544,0.0298,sedang,1,0,0
sate ampet,100.0,275.0,18.5,14.5,12.5,2.2,520.0,1.0,254.5,0.0673,0.0527,0.0455,sedang,1,0,0
sate ayam,100.0,285.0,20.0,15.5,12.5,2.5,520.0,0.8,269.5,0.0702,0.0544,0.0439,sedang,1,0,0
sate ayam ponorogo,100.0,285.0,20.5,15.0,12.0,2.5,500.0,0.8,265.0,0.0719,0.0526,0.0421,sedang,1,0,0
sate bandeng banten,100.0,245.0,22.5,12.5,9.5,1.5,520.0,1.0,240.5,0.0918,0.051,0.0388,sedang,1,0,0
sate blora,100.0,295.0,21.0,16.5,11.0,2.0,510.0,0.8,276.5,0.0712,0.0559,0.0373,sedang,1,0,0
sate buntel solo,100.0,320.0,21.5,22.5,6.5,1.8,510.0,0.8,314.5,0.0672,0.0703,0.0203,tinggi,1,0,0
sate buntut sapi,100.0,295.0,21.5,17.5,8.5,2.0,540.0,1.0,277.5,0.0729,0.0593,0.0288,sedang,1,0,0
sate cakalang,100.0,245.0,24.5,9.5,5.5,1.0,510.0,0.5,205.5,0.1,0.0388,0.0224,sedang,1,0,0
sate goreng,100.0,295.0,22.5,17.5,9.5,2.5,540.0,1.0,285.5,0.0763,0.0593,0.0322,sedang,1,0,0
sate kacang ijo,100.0,245.0,14.5,9.5,28.5,5.5,380.0,4.5,257.5,0.0592,0.0388,0.1163,sedang,0,0,0
sate kalong,100.0,285.0,22.5,15.5,8.5,2.5,510.0,0.8,263.5,0.0789,0.0544,0.0298,sedang,1,0,0
sate kambing,100.0,325.0,22.5,23.0,5.5,1.5,480.0,0.5,319.0,0.0692,0.0708,0.0169,tinggi,1,0,0
sate karak,100.0,295.0,22.5,16.0,9.5,2.5,510.0,1.0,272.0,0.0763,0.0542,0.0322,sedang,1,0,0
sate kekarakan,100.0,285.0,22.0,15.5,9.5,2.5,540.0,1.0,265.5,0.0772,0.0544,0.0333,sedang,1,0,0
sate kerang,100.0,185.0,18.5,3.5,12.5,1.5,620.0,0.8,155.5,0.1,0.0189,0.0676,sedang,1,0,1
sate klathak,100.0,300.0,23.0,19.0,5.0,1.0,420.0,0.5,283.0,0.0767,0.0633,0.0167,sedang,1,0,0
sate klathak jogja,100.0,300.0,23.0,19.0,5.0,1.0,420.0,0.5,283.0,0.0767,0.0633,0.0167,sedang,1,0,0
sate komoh,100.0,285.0,22.0,15.5,9.5,2.5,540.0,1.0,265.5,0.0772,0.0544,0.0333,sedang,1,0,0
sate lilit babi,100.0,285.0,16.5,19.5,12.5,2.0,480.0,1.0,291.5,0.0579,0.0684,0.0439,sedang,1,0,0
sate lilit bali,100.0,245.0,16.5,12.5,14.0,2.0,480.0,1.0,234.5,0.0673,0.051,0.0571,sedang,1,0,0
sate madura,100.0,290.0,21.0,16.0,11.5,2.5,530.0,0.8,274.0,0.0724,0.0552,0.0397,sedang,1,0,0
sate manis bandung,100.0,295.0,22.5,16.5,14.5,8.5,510.0,0.8,296.5,0.0763,0.0559,0.0492,sedang,1,0,0
sate maranggi,100.0,295.0,22.0,17.0,7.5,2.5,510.0,0.5,271.0,0.0746,0.0576,0.0254,sedang,1,0,0
sate maranggi cianjur,100.0,295.0,22.0,17.0,7.5,2.5,510.0,0.5,271.0,0.0746,0.0576,0.0254,sedang,1,0,0
sate maranggi purwakarta,100.0,295.0,22.0,17.0,7.5,2.5,510.0,0.5,271.0,0.0746,0.0576,0.0254,sedang,1,0,0
sate matang,100.0,285.0,22.0,15.5,9.5,2.5,540.0,1.0,265.5,0.0772,0.0544,0.0333,sedang,1,0,0
sate padang,100.0,315.0,18.5,13.9,28.4,1.5,520.0,1.2,312.7,0.0587,0.0441,0.0902,tinggi,1,0,0
sate padang panjang,100.0,315.0,18.5,13.9,28.4,1.5,520.0,1.2,312.7,0.0587,0.0441,0.0902,tinggi,1,0,0
sate padang pariaman,100.0,315.0,18.5,13.9,28.4,1.5,520.0,1.2,312.7,0.0587,0.0441,0.0902,tinggi,1,0,0
sate panjang lombok,100.0,285.0,22.0,15.5,9.5,2.5,510.0,0.8,265.5,0.0772,0.0544,0.0333,sedang,1,0,0
sate plecing bali,100.0,285.0,21.5,16.5,9.5,2.0,540.0,1.0,272.5,0.0754,0.0579,0.0333,sedang,1,0,0
sate ponorogo,100.0,285.0,20.5,15.0,12.0,2.5,500.0,0.8,265.0,0.0719,0.0526,0.0421,sedang,1,0,0
sate rembiga lombok,100.0,295.0,22.5,17.5,9.5,2.5,520.0,1.0,285.5,0.0763,0.0593,0.0322,sedang,1,0,0
sate sapi,100.0,310.0,24.0,19.5,6.0,1.5,500.0,0.5,295.5,0.0774,0.0629,0.0194,tinggi,1,0,0
sate solok,100.0,285.0,22.0,15.5,9.5,2.5,540.0,1.0,265.5,0.0772,0.0544,0.0333,sedang,1,0,0
sate srepeh,100.0,285.0,22.0,15.5,8.5,2.5,510.0,0.8,261.5,0.0772,0.0544,0.0298,sedang,1,0,0
sate susu lampung,100.0,215.0,14.5,11.5,9.5,4.5,380.0,0.8,199.5,0.0674,0.0535,0.0442,sedang,0,0,0
sate taichan,100.0,195.0,22.0,10.5,2.5,0.5,650.0,0.3,192.5,0.1128,0.0538,0.0128,sedang,1,0,1
sate tegal,100.0,330.0,22.5,23.5,5.0,1.2,480.0,0.5,321.5,0.0682,0.0712,0.0152,tinggi,1,0,0
sate teri,100.0,215.0,16.5,9.5,9.5,1.5,720.0,1.0,189.5,0.0767,0.0442,0.0442,sedang,1,0,1
sate ulat sagu,100.0,215.0,16.5,12.5,7.5,0.5,380.0,1.0,208.5,0.0767,0.0581,0.0349,sedang,1,0,0
sate ulat sagu papua,100.0,215.0,16.5,12.5,7.5,0.5,380.0,1.0,208.5,0.0767,0.0581,0.0349,sedang,1,0,0
saus asam manis,100.0,165.0,1.5,1.5,35.5,28.5,580.0,0.5,161.5,0.0091,0.0091,0.2152,sedang,0,0,0
saus kacang gado-gado,100.0,415.0,16.5,28.5,28.5,9.5,920.0,5.5,436.5,0.0398,0.0687,0.0687,tinggi,1,1,1
saus kacang sate,100.0,425.0,17.5,28.5,28.5,8.5,1450.0,5.5,440.5,0.0412,0.0671,0.0671,tinggi,1,1,1
saus mentega,100.0,380.0,1.5,38.5,5.5,3.5,580.0,0.0,374.5,0.0039,0.1013,0.0145,tinggi,0,0,0
saus padang,100.0,145.0,2.5,5.5,18.5,8.5,920.0,1.8,133.5,0.0172,0.0379,0.1276,sedang,0,0,1
saus sambal botol,100.0,95.0,2.0,0.4,22.5,18.5,920.0,1.5,101.6,0.0211,0.0042,0.2368,rendah,0,0,1
saus tiram,100.0,65.0,4.5,0.5,11.5,6.5,2014.0,0.3,68.5,0.0692,0.0077,0.1769,rendah,0,0,1
saus tomat botol,100.0,105.0,1.5,0.3,26.5,22.5,1110.0,0.3,114.7,0.0143,0.0029,0.2524,sedang,0,0,1
sawi hijau,100.0,19.0,2.0,0.3,3.4,0.5,48.0,1.6,24.3,0.1053,0.0158,0.1789,rendah,0,0,0
sawi hijau caisim,100.0,19.0,2.0,0.3,3.4,0.5,48.0,1.6,24.3,0.1053,0.0158,0.1789,rendah,0,0,0
sawi keriting,100.0,19.0,2.0,0.3,3.4,0.5,48.0,1.6,24.3,0.1053,0.0158,0.1789,rendah,0,0,0
sawi pagoda,100.0,19.0,2.0,0.3,3.4,0.5,48.0,1.6,24.3,0.1053,0.0158,0.1789,rendah,0,0,0
sawi pakcoy,100.0,13.0,1.5,0.2,2.2,1.2,65.0,1.0,16.6,0.1154,0.0154,0.1692,rendah,0,0,0
sawi putih,100.0,13.0,1.5,0.2,2.2,1.2,9.0,0.9,16.6,0.1154,0.0154,0.1692,rendah,0,0,0
sawo,100.0,83.0,0.4,1.1,20.0,15.0,12.0,5.3,91.5,0.0048,0.0133,0.241,rendah,0,1,0
sawo kecik,100.0,78.0,0.4,1.0,19.0,14.0,12.0,5.0,86.6,0.0051,0.0128,0.2436,rendah,0,1,0
sawo manila,100.0,83.0,0.4,1.1,20.0,15.0,12.0,5.3,91.5,0.0048,0.0133,0.241,rendah,0,1,0
sawo mentega,100.0,90.0,0.5,1.5,21.0,15.5,12.0,5.5,99.5,0.0056,0.0167,0.2333,rendah,0,1,0
sayap ayam,100.0,203.0,18.5,13.6,0.0,0.0,82.0,0.0,196.4,0.0911,0.067,0.0,sedang,1,0,0
sayur asem,100.0,78.0,2.5,1.2,14.5,4.5,420.0,3.5,78.8,0.0321,0.0154,0.1859,rendah,0,0,0
sayur asem betawi,100.0,75.0,2.5,1.0,14.0,4.0,410.0,3.5,75.0,0.0333,0.0133,0.1867,rendah,0,0,0
sayur asem kutai,100.0,78.0,2.5,1.2,14.5,4.5,420.0,3.5,78.8,0.0321,0.0154,0.1859,rendah,0,0,0
sayur babanci,100.0,165.0,6.5,9.5,12.5,2.5,510.0,2.5,161.5,0.0394,0.0576,0.0758,sedang,0,0,0
sayur bening bayam,100.0,45.0,2.5,0.5,8.5,1.5,380.0,2.5,48.5,0.0556,0.0111,0.1889,rendah,0,0,0
sayur bobor labu,100.0,135.0,4.0,8.5,12.5,3.0,410.0,3.2,142.5,0.0296,0.063,0.0926,sedang,0,0,0
sayur kelor,100.0,75.0,4.5,1.5,8.5,1.5,320.0,3.0,65.5,0.06,0.02,0.1133,rendah,0,0,0
sayur lebui,100.0,95.0,6.5,1.5,14.5,2.5,380.0,4.5,97.5,0.0684,0.0158,0.1526,rendah,0,0,0
sayur lodeh,100.0,155.0,4.5,10.5,12.5,3.5,480.0,3.0,162.5,0.029,0.0677,0.0806,sedang,0,0,0
sayur loncom,100.0,165.0,6.5,9.5,12.5,2.5,510.0,2.5,161.5,0.0394,0.0576,0.0758,sedang,0,0,0
sayur oyong telur,100.0,55.0,2.0,0.8,10.5,2.0,320.0,2.0,57.2,0.0364,0.0145,0.1909,rendah,0,0,0
sayur popaya gorontalo,100.0,65.0,2.5,1.5,11.5,5.5,380.0,2.5,69.5,0.0385,0.0231,0.1769,rendah,0,0,0
sayur santan kentang,100.0,195.0,4.5,12.5,18.5,3.5,480.0,2.5,204.5,0.0231,0.0641,0.0949,sedang,0,0,0
scrambled egg,100.0,195.0,12.5,14.5,4.5,1.0,320.0,0.5,198.5,0.0641,0.0744,0.0231,sedang,0,0,0
se'i babi,100.0,295.0,24.5,18.5,4.5,1.0,580.0,0.5,282.5,0.0831,0.0627,0.0153,sedang,1,0,0
se'i daging sapi,100.0,285.0,24.5,16.5,5.5,1.0,580.0,0.5,268.5,0.086,0.0579,0.0193,sedang,1,0,0
seblak bandung,100.0,285.0,8.5,11.5,35.5,2.5,720.0,2.0,279.5,0.0298,0.0404,0.1246,sedang,0,0,1
seblak basah,100.0,285.0,8.5,11.5,35.5,2.5,720.0,2.0,279.5,0.0298,0.0404,0.1246,sedang,0,0,1
seblak ceker,100.0,295.0,12.5,12.5,35.5,2.5,720.0,2.0,304.5,0.0424,0.0424,0.1203,sedang,0,0,1
seblak kerupuk,100.0,295.0,8.5,12.5,38.5,2.5,720.0,2.0,300.5,0.0288,0.0424,0.1305,sedang,0,0,1
seblak makaroni,100.0,295.0,9.5,12.5,38.5,2.5,720.0,2.0,304.5,0.0322,0.0424,0.1305,sedang,0,0,1
sego sambel surabaya,100.0,215.0,6.5,7.5,30.5,2.5,480.0,1.8,215.5,0.0302,0.0349,0.1419,sedang,0,0,0
selada,100.0,15.0,1.4,0.2,2.9,0.8,28.0,1.3,19.0,0.0933,0.0133,0.1933,rendah,0,0,0
seledri,100.0,32.0,0.7,0.2,3.0,1.8,80.0,1.6,16.6,0.0219,0.0062,0.0938,rendah,0,0,0
semangka,100.0,30.0,0.6,0.2,7.6,6.2,1.0,0.4,34.6,0.02,0.0067,0.2533,rendah,0,0,0
semprong,100.0,425.0,6.5,14.5,65.5,18.5,95.0,1.5,418.5,0.0153,0.0341,0.1541,tinggi,0,0,0
semur daging,100.0,245.0,17.5,14.5,9.5,4.5,620.0,1.2,238.5,0.0714,0.0592,0.0388,sedang,1,0,1
semur jengkol,100.0,195.0,7.5,6.5,24.5,4.5,620.0,8.0,186.5,0.0385,0.0333,0.1256,sedang,0,1,1
semur jengkol betawi,100.0,195.0,7.5,6.5,24.5,4.5,620.0,8.0,186.5,0.0385,0.0333,0.1256,sedang,0,1,1
semur lidah,100.0,245.0,18.5,14.5,9.5,4.5,620.0,1.2,242.5,0.0755,0.0592,0.0388,sedang,1,0,1
semur tahu,100.0,195.0,11.5,9.5,14.5,5.5,580.0,1.5,189.5,0.059,0.0487,0.0744,sedang,0,0,0
semur telur,100.0,215.0,11.5,12.5,14.5,5.5,580.0,0.5,216.5,0.0535,0.0581,0.0674,sedang,0,0,0
sentul kecapi,100.0,38.0,0.4,0.2,9.5,6.0,3.0,1.8,41.4,0.0105,0.0053,0.25,rendah,0,0,0
serai,100.0,99.0,1.8,0.5,25.3,0.0,6.0,0.0,112.9,0.0182,0.0051,0.2556,rendah,0,0,0
seruit lampung,100.0,185.0,16.5,8.5,8.5,1.5,520.0,1.5,176.5,0.0892,0.0459,0.0459,sedang,1,0,0
serundeng kelapa,100.0,420.0,6.5,32.5,25.5,8.5,380.0,8.5,420.5,0.0155,0.0774,0.0607,tinggi,0,1,0
sie kameng aceh,100.0,295.0,19.5,19.5,7.5,2.0,540.0,1.5,283.5,0.0661,0.0661,0.0254,sedang,1,0,0
sie reuboh,100.0,285.0,18.5,18.5,8.5,2.0,580.0,1.5,274.5,0.0649,0.0649,0.0298,sedang,1,0,0
simping,100.0,78.0,14.0,1.4,3.0,0.0,180.0,0.0,80.6,0.1795,0.0179,0.0385,rendah,0,0,0
singkong,100.0,160.0,1.4,0.3,38.1,1.7,14.0,1.8,160.7,0.0087,0.0019,0.2381,sedang,0,0,0
singkong goreng,100.0,285.0,1.4,12.5,38.5,2.0,320.0,1.8,272.1,0.0049,0.0439,0.1351,sedang,0,0,0
singkong keju,100.0,285.0,4.5,12.5,38.5,8.5,380.0,1.8,284.5,0.0158,0.0439,0.1351,sedang,0,0,0
singkong kuning,100.0,165.0,1.4,0.3,38.5,1.9,14.0,1.8,162.3,0.0085,0.0018,0.2333,sedang,0,0,0
singkong mentega,100.0,165.0,1.4,0.4,38.5,2.0,14.0,1.8,163.2,0.0085,0.0024,0.2333,sedang,0,0,0
singkong rebus,100.0,145.0,1.4,0.3,35.0,1.7,14.0,1.8,148.3,0.0097,0.0021,0.2414,sedang,0,0,0
singkong thailand,100.0,245.0,1.4,9.5,38.5,8.5,145.0,1.8,245.1,0.0057,0.0388,0.1571,sedang,0,0,0
