id,food_name,category,image_url,calories_kcal,protein_g,fat_g,carbohydrates_g,sugar_g,sodium_mg,fiber_g,source
2269,keju kacang tanah (peanut butter),makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Vigna_unguiculata_01.JPG,590.0,27.0,49.0,20.9,0.0,355.0,1.6,TKPI_2020_Kemenkes
2270,keripik oncom,makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Vigna_unguiculata_01.JPG,598.0,8.3,43.8,42.6,0.0,0.0,3.3,TKPI_2020_Kemenkes
2271,keripik tempe abadi besar,makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Keripik_tempe.jpg,556.0,15.8,37.1,39.8,0.0,0.0,3.5,TKPI_2020_Kemenkes
2272,keripik tempe abadi sedang,makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Keripik_tempe.jpg,510.0,12.3,27.9,52.4,0.0,0.0,3.6,TKPI_2020_Kemenkes
2273,keripik tempe abadi telur,makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Keripik_tempe.jpg,529.0,20.8,31.7,40.2,0.0,0.0,3.0,TKPI_2020_Kemenkes
2274,kerupik tempe abadi prima,makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Tempe_and_tahu_goreng.JPG,540.0,16.7,33.9,42.0,0.0,0.0,2.2,TKPI_2020_Kemenkes
2275,kwaci,makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Nasi_goreng_istimewa.JPG,515.0,30.6,42.1,13.8,0.0,124.0,13.6,TKPI_2020_Kemenkes
2276,melinjo emping tebal goreng manis,makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Kerupuk_udang.JPG,439.0,10.0,16.4,65.7,0.0,0.0,0.0,TKPI_2020_Kemenkes
2277,"melinjo emping tebal, goreng asin",makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Kerupuk_udang.JPG,431.0,11.1,16.2,63.0,0.0,0.0,0.0,TKPI_2020_Kemenkes
2278,melinjo emping tipis goreng,makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Kerupuk_udang.JPG,485.0,11.5,24.5,59.1,0.0,0.0,0.0,TKPI_2020_Kemenkes
2279,moon tahu,makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Tempe_and_tahu_goreng.JPG,128.0,8.0,10.0,1.3,0.0,393.0,0.2,TKPI_2020_Kemenkes
2280,oncom ampas kacang hijau,makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Vigna_unguiculata_01.JPG,376.0,14.9,6.0,65.7,0.0,0.0,12.3,TKPI_2020_Kemenkes
2281,oncom kacang hijau + singkong,makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Vigna_unguiculata_01.JPG,351.0,11.0,5.3,65.9,0.0,0.0,9.0,TKPI_2020_Kemenkes
2282,oncom kacang tanah pepes,makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Vigna_unguiculata_01.JPG,132.0,12.7,3.8,13.7,0.0,0.0,3.1,TKPI_2020_Kemenkes
2283,rempeyek kacang tanah,makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Vigna_unguiculata_01.JPG,513.0,17.5,32.5,44.3,0.0,0.0,1.7,TKPI_2020_Kemenkes
2284,rempeyek kacang tolo,makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Vigna_unguiculata_01.JPG,451.0,11.2,20.2,59.7,0.0,0.0,1.8,TKPI_2020_Kemenkes
2285,rempeyek kacang uci,makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Vigna_unguiculata_01.JPG,497.0,17.0,27.6,50.8,0.0,0.0,2.4,TKPI_2020_Kemenkes
2286,"saridele, bubuk",makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Nasi_goreng_istimewa.JPG,344.0,30.0,20.0,43.0,0.0,56.0,6.2,TKPI_2020_Kemenkes
2287,"tahu, mentah tabel komposisi",makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Tempe_and_tahu_goreng.JPG,80.0,10.9,4.7,0.8,0.0,2.0,0.1,TKPI_2020_Kemenkes
2288,takwa,makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Nasi_goreng_istimewa.JPG,148.0,13.8,8.5,4.0,0.0,3.0,0.0,TKPI_2020_Kemenkes
2289,"tauco cap beruang, cake",makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Vigna_unguiculata_01.JPG,347.0,7.4,5.2,67.6,0.0,0.0,3.2,TKPI_2020_Kemenkes
2290,"tauco cap das, cake",makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Vigna_unguiculata_01.JPG,358.0,7.5,4.3,70.4,0.0,0.0,3.1,TKPI_2020_Kemenkes
2291,tauco cap meong,makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Vigna_unguiculata_01.JPG,159.0,7.4,4.9,21.3,0.0,1547.0,1.6,TKPI_2020_Kemenkes
2292,tauji cap singa,makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Nasi_goreng_istimewa.JPG,277.0,9.1,4.7,49.6,0.0,0.0,1.2,TKPI_2020_Kemenkes
2293,tempe bongkrek,makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Tempe_and_tahu_goreng.JPG,88.0,10.0,4.0,3.0,0.0,0.0,0.0,TKPI_2020_Kemenkes
2294,tempe gembus p3g,makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Tempe_and_tahu_goreng.JPG,73.0,5.7,1.3,10.3,0.0,0.0,4.2,TKPI_2020_Kemenkes
2295,tempe gembus yogya,makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Tempe_and_tahu_goreng.JPG,76.0,6.8,0.7,10.6,0.0,0.0,5.3,TKPI_2020_Kemenkes
2296,tempe kacang babi,makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Tempe_and_tahu_goreng.JPG,139.0,12.5,0.8,21.9,0.0,0.0,1.8,TKPI_2020_Kemenkes
2297,tempe kacang belimbing,makanan-jadi,"https://commons.wikimedia.org/wiki/Special:FilePath/Buah_Segar_(Durian,_Pisang,_Mangga).jpg",212.0,17.5,10.0,12.9,0.0,0.0,2.9,TKPI_2020_Kemenkes
2298,tempe kedelai + jagung,makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Tempe_and_tahu_goreng.JPG,143.0,12.0,5.5,11.4,0.0,0.0,1.9,TKPI_2020_Kemenkes
2299,"tempe kedelai murni, goreng",makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Tempe_and_tahu_goreng.JPG,350.0,24.5,26.6,10.4,0.0,22.0,4.2,TKPI_2020_Kemenkes
2300,"tempe kedelai murni, mentah",makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Tempe_and_tahu_goreng.JPG,201.0,20.8,8.8,13.5,0.0,9.0,1.4,TKPI_2020_Kemenkes
2301,tempe koro benguk,makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Tempe_and_tahu_goreng.JPG,141.0,10.2,1.3,23.2,0.0,0.0,0.0,TKPI_2020_Kemenkes
2302,tempe lamtoro tempe lamtoro,makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Tempe_and_tahu_goreng.JPG,128.0,10.7,0.5,21.3,0.0,0.0,7.1,TKPI_2020_Kemenkes
2303,var. gung dengan kulit,makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Nasi_goreng_istimewa.JPG,146.0,11.7,2.3,19.6,0.0,0.0,7.6,TKPI_2020_Kemenkes
2304,tempe pasar,makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Tempe_and_tahu_goreng.JPG,150.0,14.0,7.7,9.1,0.0,7.0,1.4,TKPI_2020_Kemenkes
2305,tempe pasar goreng,makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Tempe_and_tahu_goreng.JPG,336.0,20.0,28.0,7.8,0.0,20.0,3.4,TKPI_2020_Kemenkes
2306,tepung hunkwe (pati kacang ijo),makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Vigna_unguiculata_01.JPG,364.0,4.5,1.0,83.5,0.0,15.0,16.1,TKPI_2020_Kemenkes
2307,tepung jalejo,makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Nasi_goreng_istimewa.JPG,388.0,19.0,7.5,61.2,0.0,3.0,5.8,TKPI_2020_Kemenkes
2308,tepung kacang kedelai tabel komposisi,makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Keripik_tempe.jpg,347.0,35.9,20.6,29.9,0.0,52.0,5.8,TKPI_2020_Kemenkes
2309,"akar tonjong, segar",makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Nasi_goreng_istimewa.JPG,45.0,1.1,0.4,10.8,0.0,96.4,1.2,TKPI_2020_Kemenkes
2310,"ale,toge, segar",makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Nasi_goreng_istimewa.JPG,37.0,4.4,0.5,3.8,0.0,2.3,1.7,TKPI_2020_Kemenkes
2311,"andaliman, segar",makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Sambal_lampung.JPG,99.0,4.6,1.0,18.0,0.0,0.0,8.5,TKPI_2020_Kemenkes
2312,"andewi, segar",makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Nasi_goreng_istimewa.JPG,226.0,1.6,0.2,5.3,0.0,29.0,4.1,TKPI_2020_Kemenkes
2313,"bakung, segar",makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Nasi_goreng_istimewa.JPG,27.0,2.0,0.2,4.2,0.0,37.0,3.8,TKPI_2020_Kemenkes
2314,"baligo, segar",makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Nasi_goreng_istimewa.JPG,15.0,0.4,0.2,3.0,0.0,1.7,0.4,TKPI_2020_Kemenkes
2315,"bawang bombay, segar",makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Sambal_lampung.JPG,43.0,1.4,0.2,10.3,0.0,12.2,2.0,TKPI_2020_Kemenkes
2316,"bayam, segar",makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Sayur_Bunga_Pepaya.JPG,16.0,0.9,0.4,2.9,0.0,15.8,0.7,TKPI_2020_Kemenkes
2317,"bayam merah, segar",makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Sayur_Bunga_Pepaya.JPG,41.0,2.2,0.8,6.3,0.0,20.0,2.2,TKPI_2020_Kemenkes
2318,"bit, segar",makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Sambal_goreng_kentang.JPG,41.0,1.6,0.1,9.6,0.0,28.5,2.6,TKPI_2020_Kemenkes
2319,buah kelor,makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Nasi_goreng_istimewa.JPG,38.0,1.5,0.2,7.5,0.0,48.0,3.2,TKPI_2020_Kemenkes
2320,buah merah,makanan-jadi,"https://commons.wikimedia.org/wiki/Special:FilePath/Buah_Segar_(Durian,_Pisang,_Mangga).jpg",87.0,2.6,2.7,13.1,0.0,110.0,4.0,TKPI_2020_Kemenkes
2321,"buncis, segar",makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Sayur_Bunga_Pepaya.JPG,34.0,2.4,0.3,7.2,0.0,8.0,1.9,TKPI_2020_Kemenkes
2322,"bunga pepaya, segar",makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Sayur_Bunga_Pepaya.JPG,45.0,2.6,0.3,8.1,0.0,2.3,1.6,TKPI_2020_Kemenkes
2323,"bunga turi, segar",makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Nasi_goreng_istimewa.JPG,42.0,2.0,1.1,6.1,0.0,28.6,3.3,TKPI_2020_Kemenkes
2324,"caisin, segar",makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Nasi_goreng_istimewa.JPG,20.0,1.7,0.4,3.4,0.0,18.0,1.2,TKPI_2020_Kemenkes
2325,"daun bangun- bangun, segar",makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Nasi_goreng_istimewa.JPG,27.0,1.3,0.6,4.0,0.0,3.6,1.0,TKPI_2020_Kemenkes
2326,"daun bawang merah, segar",makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Sayur_Bunga_Pepaya.JPG,41.0,2.0,0.3,7.8,0.0,30.0,2.1,TKPI_2020_Kemenkes
2327,"daun bebuas, segar",makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Nasi_goreng_istimewa.JPG,41.0,2.7,1.0,7.3,0.0,0.0,2.1,TKPI_2020_Kemenkes
2328,"daun belem, segar",makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Nasi_goreng_istimewa.JPG,50.0,4.4,1.4,7.8,0.0,0.0,1.9,TKPI_2020_Kemenkes
2329,"daun bluntas, segar",makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Nasi_goreng_istimewa.JPG,44.0,1.8,0.5,9.4,0.0,0.0,0.0,TKPI_2020_Kemenkes
2330,"daun gandaria, segar",makanan-jadi,"https://commons.wikimedia.org/wiki/Special:FilePath/Buah_Segar_(Durian,_Pisang,_Mangga).jpg",63.0,3.1,0.3,14.0,0.0,3.0,2.1,TKPI_2020_Kemenkes
2331,"daun gedi besar, segar",makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Nasi_goreng_istimewa.JPG,58.0,2.9,0.7,10.0,0.0,30.0,3.3,TKPI_2020_Kemenkes
2332,"daun gedi kecil, segar",makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Nasi_goreng_istimewa.JPG,61.0,3.2,0.7,10.4,0.0,20.0,3.4,TKPI_2020_Kemenkes
2333,"daun gelang, segar",makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Nasi_goreng_istimewa.JPG,30.0,1.3,0.7,5.8,0.0,4.7,1.3,TKPI_2020_Kemenkes
2334,"daun gunda bali, segar",makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Nasi_goreng_istimewa.JPG,50.0,4.6,0.9,7.0,0.0,0.0,1.4,TKPI_2020_Kemenkes
2335,"daun gunda serang, segar",makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Nasi_goreng_istimewa.JPG,62.0,4.2,0.9,9.2,0.0,0.0,1.3,TKPI_2020_Kemenkes
2336,"daun jambu mete muda, segar",makanan-jadi,"https://commons.wikimedia.org/wiki/Special:FilePath/Buah_Segar_(Durian,_Pisang,_Mangga).jpg",78.0,4.6,0.5,16.2,0.0,13.9,3.0,TKPI_2020_Kemenkes
2337,"daun jampang, segar",makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Nasi_goreng_istimewa.JPG,34.0,3.8,0.5,5.3,0.0,0.0,1.4,TKPI_2020_Kemenkes
2338,"daun jawaw seluang, segar",makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Nasi_goreng_istimewa.JPG,93.0,5.0,1.3,15.3,0.0,2.0,3.9,TKPI_2020_Kemenkes
2339,"daun jonghe, segar",makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Nasi_goreng_istimewa.JPG,27.0,2.1,0.7,4.4,0.0,0.0,2.0,TKPI_2020_Kemenkes
2340,"daun kacang ma, segar",makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Vigna_unguiculata_01.JPG,36.0,2.9,0.6,6.8,0.0,7.0,1.8,TKPI_2020_Kemenkes
2341,"daun kacang panjang, segar daun",makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Vigna_unguiculata_01.JPG,30.0,3.1,0.3,5.8,0.0,7.0,1.7,TKPI_2020_Kemenkes
2342,"kasbi/singkong karet, segar",makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Keripik_tempe.jpg,92.0,4.0,3.6,10.9,0.0,70.0,5.8,TKPI_2020_Kemenkes
2343,"daun katuk, segar",makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Sayur_Bunga_Pepaya.JPG,59.0,6.4,1.0,9.9,0.0,20.7,1.5,TKPI_2020_Kemenkes
2344,"daun kecipir, segar",makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Nasi_goreng_istimewa.JPG,52.0,5.0,0.5,8.5,0.0,5.8,0.0,TKPI_2020_Kemenkes
2345,"daun kedondong, segar tabel komposisi",makanan-jadi,"https://commons.wikimedia.org/wiki/Special:FilePath/Buah_Segar_(Durian,_Pisang,_Mangga).jpg",59.0,3.5,0.3,13.4,0.0,12.1,10.7,TKPI_2020_Kemenkes
2346,"daun kelor, segar",makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Nasi_goreng_istimewa.JPG,92.0,5.1,1.6,14.3,0.0,61.0,8.2,TKPI_2020_Kemenkes
2347,"daun kemang, segar",makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Nasi_goreng_istimewa.JPG,43.0,5.5,0.3,7.5,0.0,9.5,8.4,TKPI_2020_Kemenkes
2348,"daun kenikir, segar",makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Sayur_Bunga_Pepaya.JPG,45.0,3.7,0.5,6.6,0.0,6.1,5.8,TKPI_2020_Kemenkes
2349,"daun kesum, segar",makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Nasi_goreng_istimewa.JPG,48.0,4.5,0.8,9.1,0.0,10.8,1.6,TKPI_2020_Kemenkes
2350,"daun kol sawi, segar",makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Sayur_Bunga_Pepaya.JPG,22.0,2.1,0.5,3.6,0.0,19.4,0.9,TKPI_2020_Kemenkes
2351,"daun koro, segar",makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Nasi_goreng_istimewa.JPG,23.0,3.0,0.3,3.7,0.0,3.5,0.0,TKPI_2020_Kemenkes
2352,"daun kubis, segar",makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Nasi_goreng_istimewa.JPG,51.0,2.5,1.1,8.0,0.0,50.0,3.4,TKPI_2020_Kemenkes
2353,"daun kumak, segar",makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Nasi_goreng_istimewa.JPG,14.0,1.3,0.3,2.3,0.0,1.9,0.9,TKPI_2020_Kemenkes
2354,"daun labu siam, segar daun labu",makanan-jadi,"https://commons.wikimedia.org/wiki/Special:FilePath/Buah_Segar_(Durian,_Pisang,_Mangga).jpg",34.0,4.0,0.4,4.7,0.0,15.9,3.5,TKPI_2020_Kemenkes
2355,"waluh/kuning, segar",makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Nasi_goreng_istimewa.JPG,34.0,3.6,0.6,4.5,0.0,15.9,2.9,TKPI_2020_Kemenkes
2356,"daun lamtoro, segar",makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Nasi_goreng_istimewa.JPG,87.0,8.3,1.8,14.4,0.0,10.1,3.3,TKPI_2020_Kemenkes
2357,"daun leilem, segar",makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Nasi_goreng_istimewa.JPG,76.0,2.8,0.2,15.8,0.0,6.0,3.1,TKPI_2020_Kemenkes
2358,"daun leunca, segar",makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Sayur_Bunga_Pepaya.JPG,49.0,4.7,0.5,8.1,0.0,0.0,0.0,TKPI_2020_Kemenkes
2359,"daun lobak, segar",makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Sambal_goreng_kentang.JPG,30.0,2.3,0.4,5.8,0.0,15.8,3.2,TKPI_2020_Kemenkes
2360,"daun lompong talas, segar",makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Sambal_goreng_kentang.JPG,44.0,3.0,0.8,7.4,0.0,2.7,3.3,TKPI_2020_Kemenkes
2361,"daun mangkokan, segar",makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Nasi_goreng_istimewa.JPG,57.0,3.7,0.3,11.8,0.0,0.0,0.0,TKPI_2020_Kemenkes
2362,"daun matel ambon, segar",makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Nasi_goreng_istimewa.JPG,71.0,6.8,1.6,11.5,0.0,0.0,4.6,TKPI_2020_Kemenkes
2363,"daun melinjo, segar",makanan-jadi,"https://commons.wikimedia.org/wiki/Special:FilePath/Buah_Segar_(Durian,_Pisang,_Mangga).jpg",104.0,5.0,1.3,21.3,0.0,12.2,10.3,TKPI_2020_Kemenkes
2364,"daun mengkudu, segar",makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Nasi_goreng_istimewa.JPG,65.0,4.0,1.7,11.4,0.0,0.0,3.9,TKPI_2020_Kemenkes
2365,"daun ndusuk, segar",makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Nasi_goreng_istimewa.JPG,166.0,1.7,0.5,38.8,0.0,40.0,10.7,TKPI_2020_Kemenkes
2366,"daun oyong, segar",makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Sayur_Bunga_Pepaya.JPG,22.0,1.0,0.1,5.3,0.0,39.9,2.0,TKPI_2020_Kemenkes
2367,"daun pakis, segar",makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Sayur_Bunga_Pepaya.JPG,39.0,4.5,0.4,6.9,0.0,20.1,2.0,TKPI_2020_Kemenkes
2368,"daun pakis longgiho, segar",makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Sayur_Bunga_Pepaya.JPG,54.0,2.2,3.6,3.1,0.0,70.0,2.1,TKPI_2020_Kemenkes
2369,"daun pakis wambateu, segar",makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Sayur_Bunga_Pepaya.JPG,53.0,3.4,1.2,7.2,0.0,20.0,4.8,TKPI_2020_Kemenkes
2370,"daun paku, segar",makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Nasi_goreng_istimewa.JPG,29.0,3.4,0.1,6.5,0.0,19.0,4.3,TKPI_2020_Kemenkes
2371,"daun pangi,segar",makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Nasi_goreng_istimewa.JPG,104.0,3.9,0.6,17.9,0.0,4.0,8.3,TKPI_2020_Kemenkes
2372,"daun pare, segar",makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Sayur_Bunga_Pepaya.JPG,49.0,2.7,1.0,8.4,0.0,7.0,3.0,TKPI_2020_Kemenkes
2373,"daun pepaya, segar",makanan-jadi,"https://commons.wikimedia.org/wiki/Special:FilePath/Buah_Segar_(Durian,_Pisang,_Mangga).jpg",87.0,8.0,2.0,11.9,0.0,4.4,1.5,TKPI_2020_Kemenkes
2374,"daun pohpohan, segar",makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Nasi_goreng_istimewa.JPG,37.0,2.5,0.8,6.9,0.0,0.0,2.6,TKPI_2020_Kemenkes
2375,"daun selasih, segar",makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Nasi_goreng_istimewa.JPG,62.0,4.0,0.5,10.5,0.0,3.0,5.3,TKPI_2020_Kemenkes
2376,"daun semanggi, segar",makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Nasi_goreng_istimewa.JPG,45.0,4.4,0.5,8.5,0.0,64.2,1.9,TKPI_2020_Kemenkes
2377,"daun simpur, segar",makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Nasi_goreng_istimewa.JPG,53.0,3.2,2.5,7.6,0.0,0.0,1.6,TKPI_2020_Kemenkes
2378,"daun singkil, segar",makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Nasi_goreng_istimewa.JPG,68.0,2.0,1.0,15.2,0.0,0.0,3.3,TKPI_2020_Kemenkes
2379,"daun singkong, segar",makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Keripik_tempe.jpg,50.0,6.2,1.1,7.1,0.0,16.5,2.4,TKPI_2020_Kemenkes
2380,"daun singkong ambon, segar",makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Keripik_tempe.jpg,144.0,12.7,1.2,25.2,0.0,44.4,10.2,TKPI_2020_Kemenkes
2381,"daun singkong ampenan, segar tabel komposisi",makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Keripik_tempe.jpg,50.0,6.2,1.1,7.1,0.0,49.0,2.4,TKPI_2020_Kemenkes
2382,"daun singkong kopang, segar",makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Keripik_tempe.jpg,74.0,6.3,0.7,10.7,0.0,32.0,4.6,TKPI_2020_Kemenkes
2383,"daun sintrong, segar",makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Nasi_goreng_istimewa.JPG,36.0,2.6,0.9,6.1,0.0,64.1,1.7,TKPI_2020_Kemenkes
2384,"daun talas, segar",makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Sambal_goreng_kentang.JPG,59.0,3.0,0.4,13.5,0.0,4.0,3.0,TKPI_2020_Kemenkes
2385,"daun tespong, segar",makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Sayur_Bunga_Pepaya.JPG,70.0,2.9,0.3,13.9,0.0,72.4,2.3,TKPI_2020_Kemenkes
2386,"daun ubi kuning, segar",makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Sambal_goreng_kentang.JPG,62.0,3.7,0.3,11.1,0.0,10.0,6.4,TKPI_2020_Kemenkes
2387,"daun ubi merah, segar",makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Nasi_goreng_istimewa.JPG,48.0,3.0,0.3,10.8,0.0,32.8,1.4,TKPI_2020_Kemenkes
2388,"daun ubi putih, segar",makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Nasi_goreng_istimewa.JPG,46.0,2.8,0.2,8.2,0.0,10.0,4.8,TKPI_2020_Kemenkes
2389,"daun ubi tinta, segar",makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Nasi_goreng_istimewa.JPG,55.0,1.7,0.1,11.9,0.0,10.0,7.6,TKPI_2020_Kemenkes
2390,"eceng, segar",makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Nasi_goreng_istimewa.JPG,19.0,1.0,0.2,3.8,0.0,44.8,1.8,TKPI_2020_Kemenkes
2391,"gambas (oyong), segar",makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Sayur_Bunga_Pepaya.JPG,19.0,0.8,0.2,4.1,0.0,22.9,1.3,TKPI_2020_Kemenkes
2392,"genjer, segar",makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Sayur_Bunga_Pepaya.JPG,35.0,1.7,0.2,7.7,0.0,64.0,2.5,TKPI_2020_Kemenkes
2393,"jagung muda/ semi, segar",makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Sayur_Bunga_Pepaya.JPG,35.0,2.2,0.1,7.4,0.0,353.0,1.9,TKPI_2020_Kemenkes
2394,jamur encik,makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Nasi_goreng_istimewa.JPG,296.0,9.4,1.1,62.0,0.0,2.0,0.0,TKPI_2020_Kemenkes
2395,"jamur kuping, kering",makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Nasi_goreng_istimewa.JPG,294.0,16.0,0.9,64.6,0.0,173.8,46.5,TKPI_2020_Kemenkes
2396,"jamur kuping, segar",makanan-jadi,https://commons.wikimedia.org/wiki/Special:FilePath/Nasi_goreng_istimewa.JPG,21.0,3.8,0.6,0.9,0.0,17.3,5.1,TKPI_2020_Kemenkes
